"BCJDTAPRD","BCCJTRAN","CJT_DATE","Date","Date","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCJTRAN","CJT_TIME","Time","Time","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCJTRAN","CJT_SEQ","Seq","Seq","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCJTRAN","CJT_DATA","Data","Data","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODESC","CCF_STATUS","Status","BCODES Status","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODESC","CCF_CAUSE","Cause","BCODES Cause","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODESC","CCF_TYPE","Type","BCODES Type","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODESC","CCF_SEQ","Seq","BCODES Seq","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCODESC","CCF_DATE","Date","BCODES Date","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCODESC","CCF_DESCRIPTION","Description","BCODES Description","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODESC","CCF_FILLER","Filler","BCODES Filler","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODESC","CCF_DATE_CEN","Date                Cen","BCODES DateCen","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODISP","CCD_STATUS","Status","BCODSP Status","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODISP","CCD_CAUSE","Cause","BCODSP Cause","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODISP","CCD_TYPE","Type","BCODSP Type","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODISP","CCD_SEQ","Seq","BCODSP Seq","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCODISP","CCD_DISP_STATUS","Disp                Status","BCODSP DispStatus","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODISP","CCD_DISP_DATE","Disp                Date","BCODSP DispDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCODISP","CCD_DISP_TYPE","Disp                Type","BCODSP DispType","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODISP","CCD_DISP_SENTENCE","Disp                Sentence","BCODSP DispSentence","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODISP","CCD_DISP_DATE_CEN","Disp                Date                Cen","BCODSP DispDateCen","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODOCK","CCK_STATUS","Status","BCODKT Status","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODOCK","CCK_CAUSE","Cause","BCODKT Cause","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODOCK","CCK_REC_TYPE","Rec                 Type","BCODKT RecType","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODOCK","CCK_SEQ","Seq","BCODKT Seq","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCODOCK","CCK_DATE_FILED","Date                Filed","BCODKT DateFiled","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCODOCK","CCK_DOCKET","Docket","BCODKT Docket","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODOCK","CCK_FILLER","Filler","BCODKT Filler","CHAR","BASE TABLE"
"BCJDTAPRD","BCCODOCK","CCK_DATE_FILED_CEN","Date                Filed               Cen","BCODKT DateFiledCen","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_STATUS","Status","BCOCAS Status","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_CAUSE","Cause","BCOCAS Cause","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_TYPE","Type","BCOCAS Type","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_SEQ","Seq","BCOCAS Seq","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_CA_CASE_NUM","Case                Num","BCOCAS CaseNum","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_SID","Sid","BCOCAS Sid","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_LAST_UPDATE","Last                Update","BCOCAS LastUpdate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_TRANS_TIME","Trans               Time","BCOCAS TransTime","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BOND_DATE","Bond                Date","BCOCAS BondDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BOND_NUM","Bond                Num","BCOCAS BondNum","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BOND_COMPANY","Bond                Company","BCOCAS BondCompany","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_CAPIAS_DATE","Capias              Date","BCOCAS CapiasDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_CAPIAS_NUM","Capias              Num","BCOCAS CapiasNum","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_LAST_PYMT_DATE","Last                Pymt                Date","BCOCAS LastPymtDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_PYMT_DUE_DATE","Pymt                Due                 Date","BCOCAS PymtDueDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AGE","Age","BCOCAS Age","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_OLD_NEW_ACCT","Old                 New                 Acct","BCOCAS OldNewAcct","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_O_OFFN","Orig                Offn","BCOCAS OrigOffn","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_O_TYPE","Orig                Offn                Type","BCOCAS OrigOffnType","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_F_OFFN","Final               Offn","BCOCAS FinalOffn","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_F_TYPE","Final               Offn                Type","BCOCAS FinalOffnType","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_OFFN_DATE","Offn                Date","BCOCAS OffnDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ARREST_DATE","Arrest              Date","BCOCAS ArrestDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_SENTENCE_DATE","Sentence            Date","BCOCAS SentenceDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_SPEEDY_DATE","Speedy              Date","BCOCAS SpeedyDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_PRE_TRIAL_DATE","Pre                 Trial               Date","BCOCAS PreTrialDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_PRE_TRIAL_TIME","Pre                 Trial               Time","BCOCAS PreTrialTime","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_D_ATTY","Defense             Atty","BCOCAS DefenseAtty","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_COURT_NUM","Court               Num","BCOCAS CourtNum","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_COURT_DATE","Court               Date","BCOCAS CourtDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_COURT_TIME","Court               Time","BCOCAS CourtTime","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_COURT_SETTING","Court               Setting","BCOCAS CourtSetting","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_MISC_SETTING","Misc                Setting","BCOCAS MiscSetting","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_APPEAL_DATE","Appeal              Date","BCOCAS AppealDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_APPEAL_STATUS","Appeal              Status","BCOCAS AppealStatus","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_REVOCA_DATE","Revoca              Date","BCOCAS RevocaDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AFFID_DATE","Affid               Date","BCOCAS AffidDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_FILED_DATE","Filed               Date","BCOCAS FiledDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_P_ATTY","Prosecuting         Atty","BCOCAS ProsecutingAtty","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ARREST_AGENCY","Arrest              Agency","BCOCAS ArrestAgency","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_COMPLAINT_NUM","Complaint           Num","BCOCAS ComplaintNum","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_VT_NUMBER","VT                  Number","BCOCAS VTNumber","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_HC_SID","Hot                 Check               Sid","BCOCAS HotCheckSid","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIGINAL_AGENCY","Original Agency","BCOCAS OriginalAgency","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","FILLER_001","Filler1","BCOCAS Filler1","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_NOTICE_SENT_DATE","Notice              Date","BCOCAS NoticeSentDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_CASE_HOLD_FLAG","Hold                Flag","BCOCAS CaseHoldFlag","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_FIRST_COLLECT_DATE","First               Sent                Date","BCOCAS FirstCollectDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_LAST_COLLECT_DATE","Last                Sent                Date","BCOCAS LastCollectDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_TIME_ASSESSED","Time                Assessed","BCOCAS TimeAssessed","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_TIME_CREDITED","Time                Credited","BCOCAS TimeCredited","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ATTY_APPOINTED","Atty                Appointed","BCOCAS AttyAppointed","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ATTY_FLAG","Atty                Flag","BCOCAS AttyFlag","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BOND_FLAG","Bond                Flag","BCOCAS BondFlag","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_COORD_FLAG","Coord               Flag","BCOCAS CoordFlag","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_WRIT_FLAG","Writ                Flag","BCOCAS WritFlag","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_JAIL_FLAG","Jail                Flag","BCOCAS JailFlag","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_D_DRIVER_FLAG","Driver              Flag","BCOCAS DriverFlag","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_TAC_FLAG","Tac                 Flag","BCOCAS TacFlag","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_PAY_FLAG","Pay                 Flag","BCOCAS PayFlag","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_CAR_VIDEO_TAPE","Car                 Video               Tape","BCOCAS CarVideoTape","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_DPS_INCIDENT","Dps                 Incident","BCOCAS DpsIncident","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_DPS_INC_SUFFIX","Dps                 Inc                 Suffix","BCOCAS DpsIncSuffix","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","FILLER_002","Filler2","BCOCAS Filler2","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ELECT_FLAG","Elect               Flag","BCOCAS ElectFlag","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_DESC_KTR","Desc                Ktr","BCOCAS DescKtr","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_DOCKET_KTR","Docket              Ktr","BCOCAS DocketKtr","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_PAYMENT_KTR","Payment             Ktr","BCOCAS PaymentKtr","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_VICTIM_KTR","Victim              Ktr","BCOCAS VictimKtr","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_WITNESS_KTR","Witness             Ktr","BCOCAS WitnessKtr","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_DISP_KTR","Disp                Ktr","BCOCAS DispKtr","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_SETTING_KTR","Setting             Ktr","BCOCAS SettingKtr","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_SUBP_KTR","Subp                Ktr","BCOCAS SubpKtr","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BOND_FORFITURE","Bond                Forfiture","BCOCAS BondForfiture","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_MISC_DATE","Misc                Date","BCOCAS MiscDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_VIDEO_DISPOSE_DATE","Video               Dispose             Date","BCOCAS VideoDisposeDate","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ACCT_KTR","Acct                Ktr","BCOCAS AcctKtr","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_1","Amt                 Code                (1)","BCOCAS AmtCode(1)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_1","Orig                Amt                 (1)","BCOCAS OrigAmt(1)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_1","Bal                 Amt                 (1)","BCOCAS BalAmt(1)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_2","Amt                 Code                (2)","BCOCAS AmtCode(2)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_2","Orig                Amt                 (2)","BCOCAS OrigAmt(2)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_2","Bal                 Amt                 (2)","BCOCAS BalAmt(2)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_3","Amt                 Code                (3)","BCOCAS AmtCode(3)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_3","Orig                Amt                 (3)","BCOCAS OrigAmt(3)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_3","Bal                 Amt                 (3)","BCOCAS BalAmt(3)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_4","Amt                 Code                (4)","BCOCAS AmtCode(4)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_4","Orig                Amt                 (4)","BCOCAS OrigAmt(4)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_4","Bal                 Amt                 (4)","BCOCAS BalAmt(4)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_5","Amt                 Code                (5)","BCOCAS AmtCode(5)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_5","Orig                Amt                 (5)","BCOCAS OrigAmt(5)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_5","Bal                 Amt                 (5)","BCOCAS BalAmt(5)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_6","Amt                 Code                (6)","BCOCAS AmtCode(6)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_6","Orig                Amt                 (6)","BCOCAS OrigAmt(6)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_6","Bal                 Amt                 (6)","BCOCAS BalAmt(6)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_7","Amt                 Code                (7)","BCOCAS AmtCode(7)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_7","Orig                Amt                 (7)","BCOCAS OrigAmt(7)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_7","Bal                 Amt                 (7)","BCOCAS BalAmt(7)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_8","Amt                 Code                (8)","BCOCAS AmtCode(8)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_8","Orig                Amt                 (8)","BCOCAS OrigAmt(8)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_8","Bal                 Amt                 (8)","BCOCAS BalAmt(8)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_9","Amt                 Code                (9)","BCOCAS AmtCode(9)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_9","Orig                Amt                 (9)","BCOCAS OrigAmt(9)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_9","Bal                 Amt                 (9)","BCOCAS BalAmt(9)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_10","Amt                 Code                (10)","BCOCAS AmtCode(10)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_10","Orig                Amt                 (10)","BCOCAS OrigAmt(10)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_10","Bal                 Amt                 (10)","BCOCAS BalAmt(10)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_11","Amt                 Code                (11)","BCOCAS AmtCode(11)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_11","Orig                Amt                 (11)","BCOCAS OrigAmt(11)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_11","Bal                 Amt                 (11)","BCOCAS BalAmt(11)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_12","Amt                 Code                (12)","BCOCAS AmtCode(12)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_12","Orig                Amt                 (12)","BCOCAS OrigAmt(12)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_12","Bal                 Amt                 (12)","BCOCAS BalAmt(12)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_13","Amt                 Code                (13)","BCOCAS AmtCode(13)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_13","Orig                Amt                 (13)","BCOCAS OrigAmt(13)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_13","Bal                 Amt                 (13)","BCOCAS BalAmt(13)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_14","Amt                 Code                (14)","BCOCAS AmtCode(14)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_14","Orig                Amt                 (14)","BCOCAS OrigAmt(14)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_14","Bal                 Amt                 (14)","BCOCAS BalAmt(14)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_15","Amt                 Code                (15)","BCOCAS AmtCode(15)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_15","Orig                Amt                 (15)","BCOCAS OrigAmt(15)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_15","Bal                 Amt                 (15)","BCOCAS BalAmt(15)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_16","Amt                 Code                (16)","BCOCAS AmtCode(16)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_16","Orig                Amt                 (16)","BCOCAS OrigAmt(16)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_16","Bal                 Amt                 (16)","BCOCAS BalAmt(16)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_17","Amt                 Code                (17)","BCOCAS AmtCode(17)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_17","Orig                Amt                 (17)","BCOCAS OrigAmt(17)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_17","Bal                 Amt                 (17)","BCOCAS BalAmt(17)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_18","Amt                 Code                (18)","BCOCAS AmtCode(18)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_18","Orig                Amt                 (18)","BCOCAS OrigAmt(18)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_18","Bal                 Amt                 (18)","BCOCAS BalAmt(18)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_19","Amt                 Code                (19)","BCOCAS AmtCode(19)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_19","Orig                Amt                 (19)","BCOCAS OrigAmt(19)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_19","Bal                 Amt                 (19)","BCOCAS BalAmt(19)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_AMT_CODE_20","Amt                 Code                (20)","BCOCAS AmtCode(20)","NUMERIC","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_ORIG_AMT_20","Orig                Amt                 (20)","BCOCAS OrigAmt(20)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BAL_AMT_20","Bal                 Amt                 (20)","BCOCAS BalAmt(20)","DECIMAL","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_LAST_UPDATE_CEN","Last                Update              Cen","BCOCAS LastUpdateCen","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_BOND_DATE_CEN","Bond                Date                Cen","BCOCAS BondDateCen","CHAR","BASE TABLE"
"BCJDTAPRD","BCCOMAST","CCM_CAPIAS_DATE_CEN","Capias              Date                Cen","BCOCAS CapiasDateCen","CHAR","BASE TABLE"
